id,updated_on,query_id,query_hash,execution_time,start_time,end_time,status,base_cost,parsing_time,queueing_time,added_on,Month,Hour,Date,skipped_pages,operator_id,parquet_task_cost_percent_Percentage,parquet_task_cost_percent_Values,RowsInPerThread_max,seek_io_time_Percentage,seek_io_time_Values,operator,read_io_bytes,task_rowsInCount_0_50_75_90_100,filtering_cost_percent_Percentage,filtering_cost_percent_Values,thread_duration_0_50_75_90_100,skipped_row_groups,read_io_time_percent_Percentage,read_io_time_percent_Values,tasks,total_row_groups,partitions,read_io_count,cost_percent,task_duration_0_50_75_90_100,filteringTimePerThread_0_50_75_90_100,InputRowsPerThread_0_50_75_90_100,seek_io_count,cost_percent_str_Percentage,cost_percent_str_Values,parquet_reading_cost_percent_Percentage,parquet_reading_cost_percent_Values,stream_close_time_Percentage,stream_close_time_Values,partition_listing_time_percent_Percentage,partition_listing_time_percent_Values,open_time_percent_Percentage,open_time_percent_Values,rowgroup_listing_time_percent_Percentage,rowgroup_listing_time_percent_Values,parquet_readingTimePerThread_0_50_75_90_100,files,thread_duration_max,row_count_in,row_count_out,memory_consumption,num_chunks,synchronizationTime_Percentage,synchronizationTime_Values,join_type,TotalParquetReadingTime,executionQueueingTime,ReadIOTime,total_query_time,totalClientQueryTime,was_distributed,totalBytes,TotalTableScanFilteringTime,queue_blocked_time_Percentage,queue_blocked_time_Values,planType,parsingTime,totalOpenDuration,firstChild,parallelism,Join_build_row_count_in_v1,Join_build_row_count_in_v2,Join_build_row_count_in
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,23.0,13.0,6.99,849.4903824166666,928988.0,0.0,0.0077621041666666,TableScanOperator,352321536.0,"[0, 2, 413334, 909295, 928988]",0.39,47.94769660416667,"[0.0, 216.792409, 1417.584444, 2672.059069, 3294.358091]",6.0,4.64,563.8928397499998,47.0,47.0,47.0,246.0,11.84,"[155.524396, 216.792409, 1462.059245, 2672.059069, 3294.358091]","[0.0, 0.141805, 89.824209, 202.102515, 205.217586]","[0, 2, 412932, 909295, 928988]",448.0,11.84,1439.4903824166668,5.33,647.9597640833335,0.02,2.0605440416666667,0.0,0.0,4.85,590.0,0.0,0.0,"[0.0, 57.535509, 1166.457564, 2306.189564, 2923.830209]",47.0,3884.358091,10455906,10375629,,1322.0,,,,,,,,,,,,,,,,,,47.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,10.0,,,928988.0,,,ColumnarLookupPartBuildOperator,,,,,"[0.0, 0.002511, 0.11398, 0.209213, 0.265157]",,,,,,,,0.0,,,"[0, 0, 412932, 909295, 928988]",,0.0,0.056,,,,,,,,,,,,,0.265157,10375629,10375629,783286272.0,1322.0,,,,,,,,,,,,,,,,,TableScanOperator,47.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,9.0,,,,,,ColumnarLookupTableBuildOperator,,,,,,,,,,,,,4.09,,,,,4.09,497.65,,,,,,,,,,,,,,10375629,10375629,,48.0,0.0,0.0,,,,,,,,,,,,,,,ColumnarLookupPartBuildOperator,1.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,0.0,16.0,24.86,3023.477831222222,1060996.0,0.0,0.0112587777777777,TableScanOperator,448790528.0,"[581671, 700572, 746265, 896460, 1060996]",1.25,152.4401508888889,"[0.0, 3134.123361, 3442.234318, 4258.182228, 4876.390641]",0.0,21.45,2608.5316212222224,8.0,8.0,8.0,136.0,26.8,"[2584.708876, 3329.681908, 3442.234318, 4258.182228, 4876.390641]","[0.0, 153.23553, 192.714031, 196.249591, 221.562579]","[0, 659352, 746265, 896460, 1060996]",152.0,26.8,3259.477831222222,23.04,2802.236859333333,0.0,0.1828101111111111,0.0,0.0,1.94,236.0,0.0,0.0,"[0.0, 2911.301631, 3214.660246, 3986.985399, 4575.023285]",8.0,5112.390641,5935655,0,,16.0,,,,,,,,,,,,,,,,,,8.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,8.0,,,0.0,,,JoinOperator,,,,,"[0.0, 0.002355, 0.00288, 0.003036, 0.003052]",,,,,,,,0.0,,,"[0, 0, 0, 0, 0]",,0.0,0.002,,,,,,,,,,,,,0.003052,0,0,,8.0,,,INNER,,,,,,,,,,,,,,ColumnarLookupTableBuildOperator,8.0,10375629.0,,10375629.0
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,7.0,,,0.0,,,ProjectionOperator,,,,,"[0.0, 4.76E-4, 6.07E-4, 7.05E-4, 7.47E-4]",,,,,,,,0.0,,,"[0, 0, 0, 0, 0]",,0.0,0.0,,,,,,,,,,,,,0.000747,0,0,,8.0,,,,,,,,,,,,,,,,,JoinOperator,8.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,6.0,,,0.0,,,PartInMemoryAggregationOperator,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,0.0,,,"[0, 0, 0, 0, 0]",,0.0,0.0,,,,,,,,,,,,,0.0,0,0,0.0,8.0,,,,,,,,,,,,,,,,,ProjectionOperator,8.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,5.0,,,,,,InMemoryAggregationOperator,,,,,,,,,,,,,0.0,,,,,0.0,0.074,,,,,,,,,,,,,,0,0,,1.0,0.0,0.0,,,,,,,,,,,,,,,PartInMemoryAggregationOperator,1.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,4.0,,,,,,ProjectionOperator,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,0,0,,1.0,,,,,,,,,,,,,,,,,InMemoryAggregationOperator,1.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,3.0,,,,,,PartInMemoryAggregationOperator,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,0,0,0.0,1.0,,,,,,,,,,,,,,,,,ProjectionOperator,1.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,2.0,,,,,,InMemoryAggregationOperator,,,,,,,,,,,,,0.0,,,,,0.0,0.01,,,,,,,,,,,,,,0,0,,1.0,0.0,0.0,,,,,,,,,,,,,,,PartInMemoryAggregationOperator,1.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,1.0,,,,,,LimitOperator,,,,,,,,,,,,,100.0,,,,,100.0,1059096.14,,,,,,,,,,,,,,0,0,,0.0,0.0,0.0,,,,,,,,,,,,,,,InMemoryAggregationOperator,0.0,,,
181,2023-06-20 11:06:12,Q737986-3-20230620.110553.516,322897312,12160.0,1687259153517.0,1687259167871.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:05:57,6,11,20,,0.0,,,,,,SinkOperator,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,0,0,,0.0,0.0,0.0,,3450.1966234166666,0.0,3172.4244609722223,12160.0,14343.0,False,801492818.0,200.3878474930556,0.0,0.0,"""VOLCANO""",0.0,826.0,LimitOperator,0.0,,,
179,2023-06-20 11:03:47,Q737986-1-20230620.110217.460,-1531255015,76199.0,1687258938021.0,1687259022532.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:02:22,6,11,20,0.0,8.0,15.89,12111.153120007692,65752388.0,0.0,0.0550685,TableScanOperator,,"[4, 102867, 152760, 153140, 65752388]",4.81,3663.652638707692,"[0.0, 11596.063355, 18460.705642, 18923.519133, 19352.344902]",0.0,5.64,4294.161905530769,129.0,129.0,77.0,2342.0,20.68,"[4441.91613, 11596.063355, 18460.705642, 18923.519133, 19352.344902]","[0.0, 2245.429389, 6702.271336, 6804.286278, 7166.179843]","[0, 102867, 152760, 153140, 65752388]",1793.0,20.68,15759.153120007692,6.44,4909.55737936154,0.0,1.4095225999999994,0.0,0.0,4.79,3648.0,0.0,0.0,"[0.0, 5554.395369, 8104.896801, 8593.12771, 9608.013347]",77.0,23000.344902,142825877,11222655,,1569.0,,,,,,,,,,,,,,,,,,129.0,,,
179,2023-06-20 11:03:47,Q737986-1-20230620.110217.460,-1531255015,76199.0,1687258938021.0,1687259022532.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:02:22,6,11,20,,5.0,,,155984.0,,,ColumnarLookupPartBuildOperator,,,,,"[0.0, 0.172173, 0.24551, 0.293865, 2.216901]",,,,,,,,0.0,,,"[0, 101904, 151403, 151806, 155984]",,0.0,0.177,,,,,,,,,,,,,2.216901,11222655,11222655,882900992.0,1567.0,,,,,,,,,,,,,,,,,TableScanOperator,129.0,,,
179,2023-06-20 11:03:47,Q737986-1-20230620.110217.460,-1531255015,76199.0,1687258938021.0,1687259022532.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:02:22,6,11,20,,4.0,,,,,,ColumnarLookupTableBuildOperator,,,,,,,,,,,,,0.66,,,,,0.66,504.605,,,,,,,,,,,,,,11222655,11222655,,130.0,0.0,0.0,,,,,,,,,,,,,,,ColumnarLookupPartBuildOperator,1.0,,,
179,2023-06-20 11:03:47,Q737986-1-20230620.110217.460,-1531255015,76199.0,1687258938021.0,1687259022532.0,2,0.0004803181126331,0.0,0.0,2023-06-20 11:02:22,6,11,20,0.0,10.0,0.64,490.90908236196327,940.0,0.0,0.0001017361963190184,TableScanOperator,118784.0,"[0, 0, 0, 0, 940]",0.0,0.0059999693251533,"[0.0, 401.846718, 719.666584, 834.002595, 1219.724156]",0.0,0.0,0.8913837055214724,47194.0,165.0,22678.0,12.0,67.36,"[0.0, 0.0, 0.0, 0.0, 1219.724156]","[0.0, 0.002584, 0.006745, 0.015171, 0.098229]","[0, 0, 0, 0, 940]",18.0,67.36,51326.90908236196,0.44,332.9299200736198,0.0,0.0421004171779141,0.0,0.0,66.71,50836.0,0.0,0.0,"[0.0, 249.934064, 543.739827, 675.693875, 1069.693227]",22678.0,52055.724156,2752,1284264,,169.0,,,,,,,,,,,,,,,,,,165.0,,,
